index,key,value
2000 Jan,sale_index,81.4687912587158
2000 Feb,sale_index,81.3971688312299
2000 Mar,sale_index,84.0364131926015
2000 Apr,sale_index,85.0298719887956
2000 May,sale_index,92.5966368769558
2000 Jun,sale_index,79.4120931000194
2000 Jul,sale_index,83.4677142321301
2000 Aug,sale_index,81.3445099781456
2000 Sep,sale_index,87.4734177211214
2000 Oct,sale_index,88.596425954489
2000 Nov,sale_index,96.6020945203869
2000 Dec,sale_index,110.062940451629
2001 Jan,sale_index,85.4445161802265
2001 Feb,sale_index,80.0944493395757
2001 Mar,sale_index,87.0624210379183
2001 Apr,sale_index,84.1655381802356
2001 May,sale_index,93.1307212090181
2001 Jun,sale_index,85.3051102153188
2001 Jul,sale_index,84.942515026286
2001 Aug,sale_index,83.5255317604007
2001 Sep,sale_index,88.3718244981886
2001 Oct,sale_index,89.6442056792999
2001 Nov,sale_index,98.3554581098353
2001 Dec,sale_index,110.461349850624
2002 Jan,sale_index,87.4189497721565
2002 Feb,sale_index,81.3898581433059
2002 Mar,sale_index,87.9580781399039
2002 Apr,sale_index,85.9256411384589
2002 May,sale_index,91.8693725896587
2002 Jun,sale_index,82.1563100772313
2002 Jul,sale_index,85.9423573433049
2002 Aug,sale_index,83.3193477851835
2002 Sep,sale_index,85.2218051392265
2002 Oct,sale_index,91.1956431916093
2002 Nov,sale_index,96.1498325382919
2002 Dec,sale_index,107.160968139033
2003 Jan,sale_index,87.432386386951
2003 Feb,sale_index,80.0718031939867
2003 Mar,sale_index,85.2198716518139
2003 Apr,sale_index,87.8654277681711
2003 May,sale_index,93.2200040777209
2003 Jun,sale_index,80.9526537522816
2003 Jul,sale_index,87.3145001681107
2003 Aug,sale_index,79.7454930107715
2003 Sep,sale_index,87.9339461155583
2003 Oct,sale_index,92.7813784915833
2003 Nov,sale_index,92.4596627330915
2003 Dec,sale_index,110.204543951843
2004 Jan,sale_index,90.4013500405591
2004 Feb,sale_index,82.6560005084716
2004 Mar,sale_index,87.1603611205705
2004 Apr,sale_index,89.5943257327754
2004 May,sale_index,90.8672604819302
2004 Jun,sale_index,86.6963135092154
2004 Jul,sale_index,88.3851592518565
2004 Aug,sale_index,83.2841980523031
2004 Sep,sale_index,87.7731070489613
2004 Oct,sale_index,90.2683907806755
2004 Nov,sale_index,95.9429475235474
2004 Dec,sale_index,111.17062742999
2005 Jan,sale_index,87.8756740421607
2005 Feb,sale_index,81.9259618813002
2005 Mar,sale_index,89.889755939903
2005 Apr,sale_index,91.8423217991824
2005 May,sale_index,90.723293721895
2005 Jun,sale_index,89.0809101397144
2005 Jul,sale_index,89.4074573062663
2005 Aug,sale_index,86.8467156259586
2005 Sep,sale_index,89.1316860906113
2005 Oct,sale_index,92.8495192746155
2005 Nov,sale_index,97.8479806205256
2005 Dec,sale_index,114.347881461791
2006 Jan,sale_index,90.8054411319184
2006 Feb,sale_index,82.4956575118649
2006 Mar,sale_index,90.5095881366378
2006 Apr,sale_index,91.0833779005644
2006 May,sale_index,96.1718508192222
2006 Jun,sale_index,89.9185920097686
2006 Jul,sale_index,91.479497392885
2006 Aug,sale_index,90.9629827863002
2006 Sep,sale_index,90.982569875333
2006 Oct,sale_index,92.9268735344109
2006 Nov,sale_index,100.432520880182
2006 Dec,sale_index,114.765107117402
2007 Jan,sale_index,94.0102496517161
2007 Feb,sale_index,84.6477640273219
2007 Mar,sale_index,95.6352425692406
2007 Apr,sale_index,93.3479989899863
2007 May,sale_index,98.0941929436457
2007 Jun,sale_index,93.5401864331552
2007 Jul,sale_index,94.4598018201728
2007 Aug,sale_index,94.2158173608892
2007 Sep,sale_index,93.2087458218391
2007 Oct,sale_index,99.3835677677346
2007 Nov,sale_index,104.504507958178
2007 Dec,sale_index,117.67314217392
2008 Jan,sale_index,97.3754743767406
2008 Feb,sale_index,93.1214794399585
2008 Mar,sale_index,95.5358227628104
2008 Apr,sale_index,97.5235584270655
