index,key,value
2005 Q4,female,1865303.66087261
2006 Q1,female,1870588.28165645
2006 Q2,female,1882149.74423626
2006 Q3,female,1899815.02291824
2006 Q4,female,1912416.47947724
2007 Q1,female,1913907.74975086
2007 Q2,female,1923013.70911906
2007 Q3,female,1944936.6343631
2007 Q4,female,1965894.34086955
2008 Q1,female,1980571.76685722
2008 Q2,female,1998476.42617228
2008 Q3,female,2017512.38109696
2008 Q4,female,2025072.91898715
2009 Q1,female,2026738.80827737
2009 Q2,female,2030486.26970406
2009 Q3,female,2030481.2352981
2009 Q4,female,2022440.98862496
2010 Q1,female,2002086.08292094
2010 Q2,female,2005783.70537671
2010 Q3,female,2014509.03968543
2010 Q4,female,2027232.91500258
2011 Q1,female,2046340.91015309
2011 Q2,female,2071077.54545873
2011 Q3,female,2052347.88071865
2011 Q4,female,2087729.26896733
2012 Q1,female,2098531.53128908
2012 Q2,female,2102010.28063113
2012 Q3,female,2119793.74196405
2012 Q4,female,2110081.80558817
2013 Q1,female,2117899.93908366
2013 Q2,female,2130856.77036906
2013 Q3,female,2149337.8229985
2013 Q4,female,2168435.81746792
2014 Q1,female,2154474.30214176
2014 Q2,female,2184876.09806848
2014 Q3,female,2189477.91256392
2014 Q4,female,2240654.47041228
2015 Q1,female,2229321.70325775
2015 Q2,female,2226099.62883054
2015 Q3,female,2219346.53559878
2015 Q4,female,2249691.91497167
2016 Q1,female,2273163.30505415
2016 Q2,female,2262720.66615631
2016 Q3,female,2262502.58513739
2016 Q4,female,2286035.30220183
2017 Q1,female,2283793.36393036
2017 Q2,female,2277835.25809595
2017 Q3,female,2267501.01773794
2017 Q4,female,2289593.42586276
2018 Q1,female,2294276.98993336
2018 Q2,female,2285182.91554551
2018 Q3,female,2322603.75747188
2018 Q4,female,2313303.54900006
2019 Q1,female,2309456.08144982
2019 Q2,female,2330191.22775208
2019 Q3,female,2330622.35250684
2019 Q4,female,2352745.43183187
2020 Q1,female,2331582.51987934
2020 Q2,female,2291180.33486799
